user_id,age,gender,device_type,ad_channel,time_spent,num_impressions,num_clicks,converted
138,31,Male,Mobile,Social Media,24.188557532456482,49,8,1
139,56,Male,Desktop,Email,292.5873973622167,25,9,0
140,44,Male,Tablet,Email,205.94590237965394,2,3,1
141,26,Female,Mobile,Social Media,128.14954097265374,25,7,0
142,32,Female,Desktop,Display,212.01065702295654,14,5,0
143,32,Male,Desktop,Social Media,228.11787701164693,39,4,0
144,43,Male,Tablet,Social Media,235.0888497046899,33,3,0
145,59,Male,Mobile,Social Media,145.97380516765202,17,4,1
146,30,Male,Desktop,Social Media,131.81541364683017,31,0,0
147,49,Female,Tablet,Display,8.2532848593256,10,6,0
148,56,Male,Desktop,Display,278.33434896684224,6,7,1
149,49,Female,Mobile,Social Media,182.9758241247382,39,8,1
150,21,Male,Tablet,Search Engine,64.9304114710406,25,2,0
151,47,Male,Desktop,Search Engine,276.2830087293238,38,8,0
152,54,Male,Tablet,Search Engine,274.90491102223746,37,9,1
153,40,Male,Mobile,Search Engine,296.8093284879983,30,4,0
154,56,Male,Tablet,Email,262.84668612599876,34,9,0
155,62,Female,Mobile,Display,299.3463944069191,18,5,0
156,32,Male,Desktop,Display,77.18242549636541,24,0,0
157,60,Male,Mobile,Social Media,253.46362763377405,49,8,1
158,46,Male,Desktop,Email,247.79335109475053,27,8,0
159,53,Female,Desktop,Social Media,73.12740597011646,27,5,0
160,30,Female,Mobile,Social Media,34.03907695529228,39,7,0
161,49,Female,Desktop,Display,293.92905153489187,21,3,0
162,24,Female,Tablet,Email,92.32724269858005,19,4,0
163,39,Male,Desktop,Search Engine,261.91307818800277,39,4,0
164,45,Male,Mobile,Display,6.217510629008149,23,6,0
165,19,Male,Tablet,Email,11.20231812978265,39,6,0
166,59,Female,Tablet,Email,142.43203606542866,48,6,0
167,62,Male,Desktop,Display,75.42083176084375,44,4,0
168,23,Male,Desktop,Display,208.50317861360946,47,3,0
169,45,Female,Mobile,Social Media,171.84147604254653,15,7,0
170,45,Female,Tablet,Social Media,27.858310247894977,43,0,0
171,61,Female,Mobile,Social Media,52.97534741313653,2,0,0
172,61,Male,Desktop,Search Engine,119.4745346672322,35,5,0
173,37,Male,Tablet,Display,59.753198866852784,20,1,1
174,47,Female,Mobile,Email,238.70559243695894,28,2,0
175,28,Male,Mobile,Display,127.74071948821761,15,3,1
176,45,Female,Mobile,Email,32.56240071853728,16,1,0
177,42,Female,Mobile,Search Engine,147.88115617027682,33,9,1
178,56,Male,Mobile,Display,31.79726341311718,47,6,0
179,50,Female,Tablet,Email,43.03650509884607,12,9,1
180,18,Female,Mobile,Email,75.68490044832056,39,0,0
181,44,Female,Tablet,Social Media,258.56067304800945,39,2,0
182,30,Male,Mobile,Search Engine,277.76069703822674,43,1,0
183,58,Female,Desktop,Display,248.74603015296037,20,8,0
184,20,Female,Desktop,Social Media,103.55277913826494,29,7,0
185,56,Female,Mobile,Search Engine,85.37170012710534,43,2,0
186,23,Female,Desktop,Social Media,167.00092878312057,49,4,0
187,25,Female,Tablet,Display,217.94668235726814,3,2,0
188,44,Female,Mobile,Email,298.0449725072516,48,5,0
189,26,Female,Tablet,Display,43.81336000428323,5,4,1
190,54,Male,Mobile,Search Engine,19.541139712022307,2,1,0
191,50,Male,Desktop,Display,209.83498725360494,23,9,0
192,59,Female,Tablet,Search Engine,250.50660613365213,26,7,1
193,61,Male,Desktop,Social Media,254.67289006059485,26,5,1
194,41,Male,Desktop,Search Engine,205.1467469777624,7,2,1
195,32,Female,Mobile,Email,286.4346622151602,10,0,0
196,49,Male,Tablet,Email,155.74640524565314,5,4,0
197,49,Female,Desktop,Email,274.5753655091827,47,1,0
198,41,Female,Mobile,Social Media,290.5045804124993,12,1,0
199,58,Female,Mobile,Search Engine,254.9114498159168,32,8,0
200,29,Female,Mobile,Social Media,96.37877616129308,42,9,1
201,56,Female,Desktop,Display,62.883617095237106,31,6,0
202,19,Male,Mobile,Display,166.69541916963644,22,5,0
203,20,Female,Tablet,Display,138.6393513621556,17,0,0
204,54,Male,Tablet,Display,263.93871094685625,20,9,1
205,34,Female,Desktop,Email,34.509342964810344,20,1,0
206,19,Female,Tablet,Search Engine,81.03331808689799,43,6,0
207,19,Female,Mobile,Email,226.78068863301903,8,2,0
208,45,Male,Desktop,Search Engine,33.02106026830708,47,1,0
209,40,Female,Mobile,Search Engine,99.62550213640155,34,5,0
210,54,Female,Desktop,Social Media,119.21084124592502,49,7,0
211,49,Female,Desktop,Display,188.66516998599354,23,7,0
212,50,Female,Mobile,Search Engine,51.64913048721255,38,1,0
213,18,Male,Tablet,Display,258.8783246531643,28,5,0
214,36,Female,Tablet,Display,137.0249594625509,13,4,0
215,19,Male,Desktop,Display,275.5214050047642,29,6,0
216,61,Female,Mobile,Email,143.02162452200983,8,3,1
217,43,Male,Mobile,Display,86.13687638751634,11,1,0
218,49,Male,Desktop,Search Engine,46.83950446286409,47,9,0
219,23,Female,Tablet,Email,6.104802939829019,45,2,0
220,49,Female,Mobile,Display,161.9864580705265,18,8,0
221,21,Male,Tablet,Social Media,36.61122559344241,25,9,0
222,28,Female,Tablet,Display,120.55969027119758,49,7,1
223,34,Female,Desktop,Display,178.83516956494057,22,8,0
224,55,Female,Desktop,Email,86.32733958629659,45,4,0
225,41,Male,Tablet,Search Engine,56.691166248004,35,4,0
226,22,Female,Mobile,Display,233.5428786697558,29,6,1
227,51,Female,Mobile,Email,284.30339582307806,21,6,0
228,23,Female,Desktop,Email,34.62992326927997,7,0,0
229,39,Male,Tablet,Search Engine,50.89914569357732,12,4,0
230,28,Female,Mobile,Email,288.203733889552,36,7,0
231,33,Male,Mobile,Search Engine,16.146345434612652,24,6,0
232,50,Female,Desktop,Social Media,293.4015392823893,32,1,0
233,26,Male,Tablet,Display,6.370122510071687,27,7,0
234,23,Female,Mobile,Email,262.7322534171428,32,1,1
235,33,Female,Desktop,Social Media,95.66092839138611,32,9,1
236,46,Male,Mobile,Email,281.88371316230246,32,0,0
237,20,Male,Mobile,Email,98.49886014749771,26,2,0
238,37,Male,Mobile,Social Media,198.02036485254652,11,2,0
239,53,Female,Desktop,Email,28.60960808095131,46,5,0
240,36,Female,Tablet,Email,76.48729437885301,18,2,0
241,43,Female,Desktop,Social Media,233.23540721137897,39,6,0
242,20,Female,Tablet,Email,160.96232683525182,5,7,1
243,36,Male,Mobile,Search Engine,278.7508732271782,16,2,0
244,37,Female,Tablet,Email,131.4816654606995,11,8,1
245,49,Female,Mobile,Display,261.5946479151073,35,0,0
246,24,Female,Mobile,Email,137.44185405608007,48,2,0
247,58,Female,Desktop,Display,293.87824221708564,11,2,1
248,50,Female,Mobile,Display,288.1511425126686,42,6,1
249,57,Female,Desktop,Email,102.0953281390437,23,4,0
250,56,Female,Tablet,Social Media,266.34748277295694,34,3,0
251,35,Male,Tablet,Search Engine,255.04535539361652,48,1,0
252,57,Female,Mobile,Search Engine,67.15071721163103,17,6,0
253,18,Female,Desktop,Email,189.16566823106456,10,2,0
254,28,Female,Mobile,Social Media,26.441283098995385,18,6,0
255,45,Female,Desktop,Social Media,251.82966257212118,44,9,0
256,42,Male,Desktop,Search Engine,56.491035633531475,8,6,1
257,40,Male,Desktop,Social Media,25.89033690880053,26,1,0
258,48,Male,Tablet,Email,123.0646331839493,3,6,1
259,47,Male,Desktop,Email,175.19203088689483,24,5,0
260,59,Male,Tablet,Social Media,257.20050277513246,3,9,1
261,52,Male,Desktop,Email,292.40154502891227,38,3,0
262,24,Female,Tablet,Display,134.6502912081098,2,4,1
263,33,Male,Tablet,Search Engine,22.831842280654712,35,7,0
264,43,Male,Tablet,Email,225.98909581263186,17,4,1
265,19,Female,Mobile,Social Media,171.72611058606154,9,2,1
266,18,Male,Desktop,Search Engine,137.12794672911662,36,1,0
267,29,Female,Mobile,Email,96.23431924369595,22,5,0
268,22,Female,Desktop,Search Engine,153.20756571384302,31,5,0
269,54,Male,Desktop,Social Media,104.91048331482412,34,6,0
270,49,Female,Mobile,Display,228.31850098547127,24,7,0
271,26,Male,Tablet,Display,165.4486404653291,9,3,1
272,58,Male,Desktop,Email,263.670093375463,46,7,0
273,52,Female,Tablet,Display,165.3454548215854,43,0,0
274,36,Female,Mobile,Email,75.28741193527937,2,5,1
275,33,Male,Tablet,Search Engine,256.0721052584826,21,5,0
276,20,Female,Desktop,Email,169.37961825436295,34,2,0
277,37,Female,Desktop,Email,66.01810625235058,27,8,0
278,41,Male,Desktop,Email,188.93480393708552,37,4,0
279,50,Male,Mobile,Display,110.52644565801613,7,0,0
280,41,Female,Desktop,Email,254.0996556261594,22,6,0
281,28,Male,Mobile,Social Media,138.72342290073013,4,9,1
282,25,Male,Tablet,Email,219.30020064168792,14,2,0
283,53,Male,Desktop,Search Engine,33.18318125268996,34,9,0
284,55,Male,Desktop,Social Media,121.82718215919212,23,9,0
285,57,Male,Desktop,Search Engine,295.05622375935764,44,3,0
286,37,Male,Tablet,Search Engine,243.49578539575876,42,5,1
287,52,Male,Desktop,Search Engine,52.18253669824395,25,7,1
288,42,Female,Mobile,Social Media,86.94039459579025,1,3,1
289,52,Male,Tablet,Social Media,102.29566361262651,48,8,1
290,42,Female,Tablet,Display,196.85784034615648,15,7,1
291,46,Female,Tablet,Social Media,228.31345404944838,32,9,0
292,35,Female,Tablet,Email,226.11034959833339,14,9,1
293,63,Male,Tablet,Search Engine,155.41284661038884,41,5,0
294,35,Male,Mobile,Display,244.19205866225462,21,6,0
295,19,Female,Tablet,Social Media,133.93803441345514,47,7,0
296,52,Male,Desktop,Search Engine,41.54476676219076,7,1,0
297,33,Female,Tablet,Social Media,171.51034328787492,36,4,1
298,58,Male,Tablet,Display,285.9289084573265,21,6,0
299,53,Male,Tablet,Social Media,238.93312716079083,40,7,1
300,50,Female,Tablet,Social Media,175.7166910692115,12,4,0
301,21,Female,Tablet,Search Engine,195.80766980298358,15,2,1
302,50,Female,Mobile,Email,279.5157979754939,15,5,0
303,31,Male,Mobile,Social Media,131.36112435831336,17,4,1
304,38,Female,Tablet,Display,102.76127098807802,34,7,1
305,37,Male,Mobile,Social Media,293.28626167513244,44,8,0
306,25,Male,Desktop,Social Media,259.71572438554836,35,8,1
307,24,Male,Tablet,Email,100.2978574624877,39,5,0
308,20,Female,Desktop,Search Engine,141.81527622147223,38,3,0
309,34,Female,Desktop,Display,127.44804805730072,14,3,0
310,50,Female,Tablet,Search Engine,48.98322520807301,5,8,1
311,29,Male,Desktop,Search Engine,287.55670052491143,30,3,0
312,39,Male,Desktop,Search Engine,124.27216720982885,4,7,1
313,39,Female,Desktop,Social Media,263.22207937818285,15,8,1
314,63,Male,Tablet,Email,60.860087165796195,39,4,0
315,47,Male,Tablet,Social Media,166.62188913797982,35,5,0
316,55,Female,Desktop,Display,12.068608611659595,45,2,0
317,55,Female,Tablet,Email,230.44504273348102,10,4,0
318,62,Female,Tablet,Search Engine,176.36959998265212,2,4,1
319,25,Male,Desktop,Email,189.54892712357704,44,1,0
320,44,Male,Tablet,Display,20.257660353622768,24,9,0
321,44,Male,Mobile,Social Media,67.25630741154154,28,5,0
322,51,Male,Tablet,Social Media,26.927607344306146,22,8,1
323,38,Male,Mobile,Search Engine,90.22972316212447,44,6,0
324,47,Female,Desktop,Social Media,190.09450726623453,32,7,0
325,50,Male,Tablet,Social Media,172.0248653736257,31,1,0
326,45,Male,Desktop,Display,185.58419737595014,19,8,1
327,64,Male,Desktop,Email,167.02912505647882,21,2,0
328,50,Female,Desktop,Social Media,85.5434947243785,3,9,1
329,22,Female,Desktop,Display,77.12971171660544,6,4,1
330,36,Female,Desktop,Display,45.43260664329147,32,6,0
331,21,Male,Tablet,Search Engine,255.47590809653016,2,3,1
332,52,Female,Mobile,Display,186.86141076966712,24,6,0
333,34,Female,Tablet,Search Engine,60.02074868869763,45,7,0
334,61,Female,Tablet,Social Media,57.27676704726566,27,9,0
335,45,Male,Tablet,Search Engine,262.54550245021034,9,9,1
336,47,Female,Tablet,Display,224.1056048101792,13,3,0
337,46,Male,Mobile,Email,199.52272857208456,14,4,0
338,63,Male,Tablet,Email,125.02491172409344,11,2,0
339,23,Female,Desktop,Social Media,82.28279146216268,14,4,0
340,52,Male,Tablet,Social Media,293.937975118283,16,7,1
341,58,Female,Tablet,Email,240.18567463172604,10,2,1
342,54,Male,Mobile,Search Engine,94.02487082520156,20,4,0
343,41,Female,Mobile,Social Media,255.03161490215592,16,9,0
344,46,Female,Desktop,Display,228.88492484133104,34,0,0
345,63,Female,Tablet,Social Media,92.63876221400952,16,1,0
346,48,Male,Tablet,Search Engine,130.83309200128372,14,2,1
347,52,Female,Tablet,Social Media,59.856266390352864,28,0,0
348,50,Male,Desktop,Display,37.76047109154226,18,8,0
349,38,Female,Mobile,Display,218.21479968771055,26,8,1
350,49,Male,Desktop,Display,83.91599791939065,38,4,0
351,40,Male,Tablet,Search Engine,246.91751289514482,7,3,1
352,50,Female,Mobile,Search Engine,298.7045698967557,45,4,0
353,20,Female,Mobile,Display,27.60284510924636,34,3,0
354,35,Female,Desktop,Display,144.54536189969158,47,4,0
355,42,Female,Mobile,Search Engine,241.6084549966869,49,6,1
356,59,Female,Mobile,Search Engine,237.7405144796639,45,7,0
357,48,Male,Tablet,Search Engine,229.1991617076357,7,1,0
358,20,Female,Tablet,Email,107.95350591406373,33,3,0
359,57,Female,Mobile,Search Engine,138.88671042709043,35,7,0
360,63,Male,Mobile,Display,180.51566541573374,39,6,0
361,41,Female,Desktop,Email,292.3124721541109,21,8,0
362,49,Female,Desktop,Search Engine,101.6264449268554,49,4,0
363,64,Male,Mobile,Display,277.327446876473,28,5,1
364,39,Female,Tablet,Social Media,84.46029086324576,32,7,0
365,40,Female,Mobile,Email,296.7769673147429,44,4,0
366,19,Female,Mobile,Display,202.72778761413957,16,8,0
367,44,Male,Tablet,Social Media,141.73588670577251,10,3,0
368,59,Female,Tablet,Display,185.95017627876345,23,7,1
369,19,Male,Desktop,Search Engine,85.39669486686101,48,2,0
370,43,Female,Desktop,Search Engine,85.88128796588265,15,4,0
371,34,Male,Desktop,Social Media,38.498590433830685,43,7,0
372,57,Female,Desktop,Search Engine,38.64483782309264,6,9,1
373,50,Male,Tablet,Display,107.56316373332885,33,6,0
374,26,Male,Mobile,Social Media,230.04236597942963,39,0,0
375,60,Male,Desktop,Display,184.35149444145793,12,3,0
376,56,Male,Desktop,Display,35.26244529765114,36,1,0
377,46,Male,Tablet,Display,256.4097748678937,31,1,0
378,59,Male,Tablet,Search Engine,182.4034499620696,10,6,1
379,43,Female,Mobile,Search Engine,288.45239515151,34,2,0
380,52,Female,Mobile,Display,202.70471288630623,41,2,0
381,42,Male,Tablet,Email,56.676584792733394,10,5,1
382,41,Male,Desktop,Display,144.76609188080755,11,5,1
383,30,Male,Desktop,Display,196.30679127642523,14,0,0
384,24,Male,Desktop,Social Media,13.33808680974342,3,0,0
385,53,Female,Mobile,Display,9.39852792566833,33,5,0
386,62,Male,Desktop,Search Engine,43.173885176577535,7,6,1
387,37,Female,Desktop,Social Media,79.24100833841388,4,8,1
388,18,Female,Tablet,Email,131.71699143859928,39,3,0
389,25,Male,Desktop,Social Media,148.79493975913758,48,9,0
390,63,Male,Tablet,Email,45.718144636679554,10,5,1
391,33,Female,Desktop,Social Media,203.65051583917008,15,2,0
392,31,Female,Mobile,Social Media,180.86072820047778,16,3,1
393,29,Male,Desktop,Email,91.86690915814226,38,8,0
394,40,Male,Desktop,Search Engine,9.029665613411144,4,0,0
395,32,Male,Tablet,Search Engine,27.90613502922077,4,4,0
396,45,Female,Tablet,Search Engine,120.54995877569763,36,6,0
397,51,Female,Tablet,Social Media,50.422433593876754,27,2,0
398,19,Male,Desktop,Display,116.1617838136514,22,1,0
399,49,Female,Desktop,Social Media,190.31386833055475,22,1,0
400,40,Female,Mobile,Display,166.43504122438864,17,0,0
401,39,Male,Desktop,Display,73.1968855255313,45,4,0
402,42,Male,Mobile,Search Engine,106.42763492133196,34,2,0
403,39,Female,Tablet,Display,186.13920354235194,32,6,0
404,39,Female,Tablet,Social Media,258.95223327281735,6,0,0
405,59,Male,Tablet,Social Media,227.1979644279688,33,8,0
406,23,Male,Mobile,Search Engine,168.2530079158574,8,1,1
407,32,Male,Desktop,Email,111.87643450336343,36,7,0
408,60,Male,Tablet,Social Media,112.6901268748326,5,9,1
409,54,Male,Desktop,Display,264.4281065279968,5,3,0
410,50,Female,Desktop,Social Media,16.576854931961186,47,5,1
411,25,Female,Tablet,Social Media,296.45488010397696,10,8,1
412,61,Female,Mobile,Social Media,200.99074620121087,40,6,0
413,61,Female,Desktop,Email,205.9356212263552,7,7,1
414,22,Male,Tablet,Display,16.209362004898935,12,6,1
415,56,Male,Desktop,Search Engine,183.6311360929253,30,1,0
416,21,Male,Desktop,Social Media,148.00952772668185,25,8,0
417,23,Female,Desktop,Display,36.20477753374976,28,0,0
418,62,Female,Desktop,Display,86.98699317696092,43,1,0
419,49,Female,Desktop,Search Engine,267.6427645830271,13,2,0
420,47,Male,Mobile,Social Media,167.2465826804561,47,2,0
421,64,Female,Mobile,Email,126.95788967630307,49,9,1
422,52,Male,Tablet,Display,26.44123597303923,22,3,0
423,57,Male,Mobile,Search Engine,215.66585058368017,18,4,0
424,33,Male,Mobile,Email,212.3409929018296,27,5,0
425,30,Male,Mobile,Display,186.14286405690623,8,0,0
426,59,Male,Desktop,Social Media,155.5274806350915,6,7,1
427,47,Male,Desktop,Display,132.96639865117493,11,5,0
428,36,Female,Tablet,Email,180.01497243145772,29,9,0
429,34,Male,Tablet,Email,73.85165825987998,41,8,0
430,36,Male,Tablet,Social Media,282.67142393240607,5,4,1
431,45,Female,Desktop,Social Media,178.69438610816772,7,6,1
432,43,Male,Mobile,Search Engine,96.80177108454107,22,3,0
433,54,Female,Mobile,Social Media,137.6555560111214,47,5,0
434,43,Female,Desktop,Search Engine,242.67701271868324,4,5,1
435,40,Female,Tablet,Email,52.67673791543775,32,3,0
436,26,Male,Tablet,Email,91.38650862577681,19,5,0
437,29,Male,Tablet,Display,205.45486670728386,45,7,1
438,18,Female,Desktop,Display,98.06931591225604,33,4,1
439,18,Male,Tablet,Search Engine,238.78799614913245,1,1,0
440,64,Male,Tablet,Social Media,43.48377871732144,46,8,0
441,51,Female,Desktop,Social Media,229.9924202841095,41,3,0
442,49,Female,Mobile,Display,25.16375588091704,44,3,0
443,42,Male,Desktop,Email,8.714820736910962,41,6,0
444,57,Female,Desktop,Search Engine,269.9759380554878,8,9,1
445,62,Female,Desktop,Email,176.4950689950281,32,9,0
446,18,Female,Desktop,Email,108.78893464060938,30,5,1
447,33,Male,Mobile,Social Media,73.61541790433587,46,3,0
448,56,Male,Tablet,Search Engine,186.98130606194076,28,5,0
449,22,Male,Desktop,Email,155.15564414333778,41,2,0
450,39,Female,Mobile,Display,297.52134378134565,32,6,0
451,46,Male,Tablet,Display,295.048716062855,25,5,0
452,20,Female,Tablet,Social Media,192.33224701177483,34,2,0
453,29,Male,Tablet,Display,135.6467993012377,33,0,0
454,43,Male,Desktop,Display,149.88658589472533,13,9,1
455,33,Female,Desktop,Email,206.33132453987426,25,4,0
456,54,Male,Tablet,Display,34.9644905494375,42,9,1
457,39,Female,Tablet,Display,101.86386177416186,40,1,0
458,46,Male,Tablet,Email,27.205311096063138,39,6,0
459,31,Male,Tablet,Social Media,26.64142405749127,44,6,0
460,45,Female,Tablet,Social Media,62.77257635879895,49,3,0
461,22,Female,Tablet,Search Engine,148.14971010500193,44,5,0
